year,rank,song,artist,artist_original,artist_clean
2020,47,Mood,"24kGoldn,Iann Dior","24kGoldn,Iann Dior",24kGoldn
2020,48,Rain on Me,"Lady Gaga,Ariana Grande","Lady Gaga,Ariana Grande",Lady Gaga
2020,49,For the Night,"Pop Smoke,Lil Baby,DaBaby","Pop Smoke,Lil Baby,DaBaby",Pop Smoke
2020,50,Ritmo (Bad Boys for Life),"Black Eyed Peas,J Balvin","Black Eyed Peas,J Balvin",Black Eyed Peas
2020,51,Heart on Ice,Rod Wave,Rod Wave,Rod Wave
2020,52,Nobody but You,"Blake Shelton,Gwen Stefani","Blake Shelton,Gwen Stefani",Blake Shelton
2020,53,Trampoline,Shaed,Shaed,Shaed
2020,54,Come & Go,"Juice Wrld,Marshmello","Juice Wrld,Marshmello",Juice Wrld
2020,55,Truth Hurts,Lizzo,Lizzo,Lizzo
2020,56,If the World Was Ending,"JP Saxe,Julia Michaels","JP Saxe,Julia Michaels",JP Sa
2020,57,We Paid,"Lil Baby,42 Dugg","Lil Baby,42 Dugg",Lil Baby
2020,58,Yummy,Justin Bieber,Justin Bieber,Justin Bieber
2020,59,One Man Band,Old Dominion,Old Dominion,Old Dominion
2020,60,Got What I Got,Jason Aldean,Jason Aldean,Jason Aldean
2020,61,Sunday Best,Surfaces,Surfaces,Surfaces
2020,62,Godzilla,"Eminem,Juice Wrld","Eminem,Juice Wrld",Eminem
2020,63,Bandit,"Juice Wrld,YoungBoy Never Broke Again","Juice Wrld,YoungBoy Never Broke Again",Juice Wrld
2020,64,Party Girl,StaySolidRocky,StaySolidRocky,StaySolidRocky
2020,65,Die from a Broken Heart,Maddie & Tae,Maddie & Tae,Maddie
2020,66,Popstar,"DJ Khaled,Drake","DJ Khaled,Drake",DJ Khaled
2020,67,All I Want for Christmas Is You,Mariah Carey,Mariah Carey,Mariah Carey
2020,68,One of Them Girls,Lee Brice,Lee Brice,Lee Brice
2020,69,Hard to Forget,Sam Hunt,Sam Hunt,Sam Hunt
2020,70,One Margarita,Luke Bryan,Luke Bryan,Luke Bryan
2020,71,Panini,Lil Nas X,Lil Nas X,Lil Nas
2020,72,Hot,"Young Thug,Gunna","Young Thug,Gunna",Young Thug
2020,73,I Hope You're Happy Now,"Carly Pearce,Lee Brice","Carly Pearce,Lee Brice",Carly Pearce
2020,74,Emotionally Scarred,Lil Baby,Lil Baby,Lil Baby
2020,75,Suicidal,"YNW Melly,Juice Wrld","YNW Melly,Juice Wrld",YNW Melly
2020,76,The Bigger Picture,Lil Baby,Lil Baby,Lil Baby
2020,77,Only Human,Jonas Brothers,Jonas Brothers,Jonas Brothers
2020,78,The Woo,"Pop Smoke,50 Cent,Roddy Ricch","Pop Smoke,50 Cent,Roddy Ricch",Pop Smoke
2020,79,Sum 2 Prove,Lil Baby,Lil Baby,Lil Baby
2020,80,Stuck with U,"Ariana Grande,Justin Bieber","Ariana Grande,Justin Bieber",Ariana Gr
2020,81,Mood Swings,"Pop Smoke,Lil Tjay","Pop Smoke,Lil Tjay",Pop Smoke
2020,82,You Should Be Sad,Halsey,Halsey,Halsey
2020,83,Dior,Pop Smoke,Pop Smoke,Pop Smoke
2020,84,Supalonely,"Benee,Gus Dapperton","Benee,Gus Dapperton",Benee
2020,85,Even Though I'm Leaving,Luke Combs,Luke Combs,Luke Combs
2020,86,The Scotts,"Travis Scott,Kid Cudi","Travis Scott,Kid Cudi",Travis Scott
2020,87,Juicy,"Doja Cat,Tyga","Doja Cat,Tyga",Doja Cat
2020,88,Be Like That,"Kane Brown,Swae Lee,Khalid","Kane Brown,Swae Lee,Khalid",Kane Brown
2020,89,Homesick,Kane Brown,Kane Brown,Kane Brown
2020,90,Rags2Riches,Rod Wave,Rod Wave,Rod Wave
2020,91,Bluebird,Miranda Lambert,Miranda Lambert,Mir
2020,92,Wishing Well,Juice Wrld,Juice Wrld,Juice Wrld
2020,93,Does to Me,"Luke Combs,Eric Church","Luke Combs,Eric Church",Luke Combs
2020,94,Pussy Fairy (OTW),Jhené Aiko,Jhené Aiko,Jhené Aiko
2020,95,ILY (I Love You Baby),Surf Mesa,Surf Mesa,Surf Mesa
2020,96,More Than My Hometown,Morgan Wallen,Morgan Wallen,Morgan Wallen
2020,97,Lovin' on You,Luke Combs,Luke Combs,Luke Combs
2020,98,Said Sum,Moneybagg Yo,Moneybagg Yo,Moneybagg Yo
2020,99,Slide,"H.E.R.,YG","H.E.R.,YG",H.E.R.
2020,100,Walk Em Down,"NLE Choppa,Roddy Ricch","NLE Choppa,Roddy Ricch",NLE Choppa
2021,1,Levitating,Dua Lipa,Dua Lipa,Dua Lipa
2021,2,Save Your Tears,"The Weeknd,Ariana Grande","The Weeknd,Ariana Grande",The Weeknd
2021,3,Blinding Lights,The Weeknd,The Weeknd,The Weeknd
2021,4,Mood,"24kGoldn,Iann Dior","24kGoldn,Iann Dior",24kGoldn
2021,5,Good 4 U,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo
2021,6,Kiss Me More,"Doja Cat,SZA","Doja Cat,SZA",Doja Cat
2021,7,Leave the Door Open,"Silk Sonic,Bruno Mars,Anderson .Paak","Silk Sonic,Bruno Mars,Anderson .Paak",Silk Sonic
2021,8,Drivers License,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo
2021,9,Montero (Call Me by Your Name),Lil Nas X,Lil Nas X,Lil Nas
2021,10,Peaches,"Justin Bieber,Daniel Caesar,Giveon","Justin Bieber,Daniel Caesar,Giveon",Justin Bieber
2021,11,Butter,BTS,BTS,BTS
2021,12,Stay,"The Kid Laroi,Justin Bieber","The Kid Laroi,Justin Bieber",The Kid Laroi
2021,13,Deja Vu,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo
2021,14,Positions,Ariana Grande,Ariana Grande,Ariana Gr
2021,15,Bad Habits,Ed Sheeran,Ed Sheeran,Ed Sheeran
2021,16,Heat Waves,Glass Animals,Glass Animals,Glass Animals
2021,17,Without You,The Kid Laroi,The Kid Laroi,The Kid Laroi
2021,18,Forever After All,Luke Combs,Luke Combs,Luke Combs
2021,19,Go Crazy,"Chris Brown,Young Thug","Chris Brown,Young Thug",Chris Brown
2021,20,Astronaut in the Ocean,Masked Wolf,Masked Wolf,Masked Wolf
2021,21,34+35,"Ariana Grande,Doja Cat,Megan Thee Stallion","Ariana Grande,Doja Cat,Megan Thee Stallion",Ariana Gr
2021,22,What You Know Bout Love,Pop Smoke,Pop Smoke,Pop Smoke
2021,23,My Ex's Best Friend,"Machine Gun Kelly,Blackbear","Machine Gun Kelly,Blackbear",Machine Gun Kelly
2021,24,Industry Baby,"Lil Nas X,Jack Harlow","Lil Nas X,Jack Harlow",Lil Nas
2021,25,Therefore I Am,Billie Eilish,Billie Eilish,Billie Eilish
2021,26,Up,Cardi B,Cardi B,Cardi B
2021,27,Fancy Like,Walker Hayes,Walker Hayes,Walker Hayes
2021,28,Dakiti,"Bad Bunny,Jhay Cortez","Bad Bunny,Jhay Cortez",Bad Bunny
2021,29,Best Friend,"Saweetie,Doja Cat","Saweetie,Doja Cat",Saweetie
2021,30,Rapstar,Polo G,Polo G,Polo G
2021,31,Heartbreak Anniversary,Giveon,Giveon,Giveon
2021,32,For the Night,"Pop Smoke,Lil Baby,DaBaby","Pop Smoke,Lil Baby,DaBaby",Pop Smoke
2021,33,Calling My Phone,"Lil Tjay,6lack","Lil Tjay,6lack",Lil Tjay
2021,34,Beautiful Mistakes,"Maroon 5,Megan Thee Stallion","Maroon 5,Megan Thee Stallion",Maroon 5
2021,35,Holy,"Justin Bieber,Chance the Rapper","Justin Bieber,Chance the Rapper",Justin Bieber
2021,36,On Me,Lil Baby,Lil Baby,Lil Baby
2021,37,You Broke Me First,Tate McRae,Tate McRae,Tate McRae
2021,38,Traitor,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo
2021,39,Back in Blood,"Pooh Shiesty,Lil Durk","Pooh Shiesty,Lil Durk",Pooh Shiesty
2021,40,I Hope,"Gabby Barrett,Charlie Puth","Gabby Barrett,Charlie Puth",Gabby Barrett
2021,41,Dynamite,BTS,BTS,BTS
2021,42,Wockesha,Moneybagg Yo,Moneybagg Yo,Moneybagg Yo
2021,43,You Right,"Doja Cat,the Weeknd","Doja Cat,the Weeknd",Doja Cat
2021,44,Beat Box 2,"Beat Box 3,SpotemGottem,Pooh Shiesty,SpotemGottem,DaBaby","Beat Box 3,SpotemGottem,Pooh Shiesty,SpotemGottem,DaBaby",Beat Bo
2021,45,Laugh Now Cry Later,"Drake,Lil Durk","Drake,Lil Durk",Drake
2021,46,Need to Know,Doja Cat,Doja Cat,Doja Cat
2021,47,Wants and Needs,"Drake,Lil Baby","Drake,Lil Baby",Drake
2021,48,Way 2 Sexy,"Drake,Future,Young Thug","Drake,Future,Young Thug",Drake
2021,49,Telepatía,Kali Uchis,Kali Uchis,Kali Uchis
2021,50,Whoopty,CJ,CJ,CJ
2021,51,Lemonade,"Internet Money,Gunna,Don Toliver,Nav","Internet Money,Gunna,Don Toliver,Nav",Internet Money
2021,52,Good Days,SZA,SZA,SZA
2021,53,Starting Over,Chris Stapleton,Chris Stapleton,Chris Stapleton
2021,54,Body,Megan Thee Stallion,Megan Thee Stallion,Megan Thee Stallion
2021,55,Willow,Taylor Swift,Taylor Swift,Taylor Swi
2021,56,Bang!,AJR,AJR,AJR
2021,57,Better Together,Luke Combs,Luke Combs,Luke Combs
2021,58,You're Mines Still,"Yung Bleu,Drake","Yung Bleu,Drake",Yung Bleu
2021,59,Every Chance I Get,"DJ Khaled,Lil Baby,Lil Durk","DJ Khaled,Lil Baby,Lil Durk",DJ Khaled
2021,60,Essence,"Wizkid,Justin Bieber,Tems","Wizkid,Justin Bieber,Tems",Wizkid
2021,61,Chasing After You,"Ryan Hurd,Maren Morris","Ryan Hurd,Maren Morris",Ryan Hurd
2021,62,The Good Ones,Gabby Barrett,Gabby Barrett,Gabby Barrett
2021,63,Leave Before You Love Me,"Marshmello,Jonas Brothers","Marshmello,Jonas Brothers",Marshmello
2021,64,Glad You Exist,Dan + Shay,Dan + Shay,Dan
2021,65,Lonely,"Justin Bieber,Benny Blanco","Justin Bieber,Benny Blanco",Justin Bieber
2021,66,Beggin',Måneskin,Måneskin,Måneskin
2021,67,Streets,Doja Cat,Doja Cat,Doja Cat
2021,68,What's Next,Drake,Drake,Drake
2021,69,Famous Friends,"Chris Young,Kane Brown","Chris Young,Kane Brown",Chris Young
2021,70,Lil Bit,"Nelly,Florida Georgia Line","Nelly,Florida Georgia Line",Nelly
2021,71,Thot Shit,Megan Thee Stallion,Megan Thee Stallion,Megan Thee Stallion
2021,72,Late at Night,Roddy Ricch,Roddy Ricch,Roddy Ricch
2021,73,Kings & Queens,Ava Max,Ava Max,Ava Ma
2021,74,Anyone,Justin Bieber,Justin Bieber,Justin Bieber
2021,75,Track Star,Mooski,Mooski,Mooski
2021,76,Time Today,Moneybagg Yo,Moneybagg Yo,Moneybagg Yo
2021,77,Cry Baby,"Megan Thee Stallion,DaBaby","Megan Thee Stallion,DaBaby",Megan Thee Stallion
2021,78,All I Want for Christmas Is You,Mariah Carey,Mariah Carey,Mariah Carey
2021,79,No More Parties,"Coi Leray,Lil Durk","Coi Leray,Lil Durk",Coi Leray
2021,80,What's Your Country Song,Thomas Rhett,Thomas Rhett,Thomas Rhett
2021,81,One Too Many,"Keith Urban,Pink","Keith Urban,Pink",Keith Urban
2021,82,Arcade,Duncan Laurence,Duncan Laurence,Duncan Laurence
2021,83,Yonaguni,Bad Bunny,Bad Bunny,Bad Bunny
2021,84,Good Time,Niko Moon,Niko Moon,Niko Moon
2021,85,If I Didn't Love You,"Jason Aldean,Carrie Underwood","Jason Aldean,Carrie Underwood",Jason Aldean
2021,86,Knife Talk,"Drake,21 Savage,Project Pat","Drake,21 Savage,Project Pat",Drake
2021,87,POV,Ariana Grande,Ariana Grande,Ariana Gr
2021,88,Just the Way,"Parmalee,Blanco Brown","Parmalee,Blanco Brown",Parmalee
2021,89,Take My Breath,The Weeknd,The Weeknd,The Weeknd
2021,90,We're Good,Dua Lipa,Dua Lipa,Dua Lipa
2021,91,Hell of a View,Eric Church,Eric Church,Eric Church
2021,92,Rockin' Around the Christmas Tree,Brenda Lee,Brenda Lee,Brenda Lee
2021,93,Put Your Records On,Ritt Momney,Ritt Momney,Ritt Momney
2021,94,Happier Than Ever,Billie Eilish,Billie Eilish,Billie Eilish
2021,95,Single Saturday Night,Cole Swindell,Cole Swindell,Cole Swindell
2021,96,Things a Man Oughta Know,Lainey Wilson,Lainey Wilson,Lainey Wilson
2021,97,Throat Baby (Go Baby),BRS Kash,BRS Kash,BRS Kash
2021,98,Tombstone,Rod Wave,Rod Wave,Rod Wave
2021,99,Drinkin' Beer. Talkin' God. Amen.,"Chase Rice,Florida Georgia Line","Chase Rice,Florida Georgia Line",Chase Rice
2021,100,Todo de Ti,Rauw Alejandro,Rauw Alejandro,Rauw Alej
2022,1,Heat Waves,Glass Animals,Glass Animals,Glass Animals
2022,2,As It Was,Harry Styles,Harry Styles,Harry Styles
2022,3,Stay,"The Kid Laroi,Justin Bieber","The Kid Laroi,Justin Bieber",The Kid Laroi
2022,4,Easy on Me,Adele,Adele,Adele
2022,5,Shivers,Ed Sheeran,Ed Sheeran,Ed Sheeran
2022,6,First Class,Jack Harlow,Jack Harlow,Jack Harlow
2022,7,Big Energy,Latto,Latto,Latto
2022,8,Ghost,Justin Bieber,Justin Bieber,Justin Bieber
2022,9,Super Gremlin,Kodak Black,Kodak Black,Kodak Black
2022,10,Cold Heart (Pnau Remix),"Elton John,Dua Lipa","Elton John,Dua Lipa",Elton John
2022,11,Wait for U,"Future,Drake,Tems","Future,Drake,Tems",Future
2022,12,About Damn Time,Lizzo,Lizzo,Lizzo
2022,13,Bad Habits,Ed Sheeran,Ed Sheeran,Ed Sheeran
2022,14,Thats What I Want,Lil Nas X,Lil Nas X,Lil Nas
2022,15,Enemy,"Imagine Dragons,JID","Imagine Dragons,JID",Imagine Dragons
2022,16,Industry Baby,"Lil Nas X,Jack Harlow","Lil Nas X,Jack Harlow",Lil Nas
2022,17,ABCDEFU,Gayle,Gayle,Gayle
2022,18,Need to Know,Doja Cat,Doja Cat,Doja Cat
2022,19,Wasted on You,Morgan Wallen,Morgan Wallen,Morgan Wallen
2022,20,Me Porto Bonito,"Bad Bunny,Chencho Corleone","Bad Bunny,Chencho Corleone",Bad Bunny
2022,21,Woman,Doja Cat,Doja Cat,Doja Cat
2022,22,Tití Me Preguntó,Bad Bunny,Bad Bunny,Bad Bunny
2022,23,Running Up That Hill (A Deal with God),Kate Bush,Kate Bush,Kate Bush
2022,24,We Don't Talk About Bruno,"Carolina Gaitán,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto","Carolina Gaitán,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto",Carolina Gaitán
2022,25,Late Night Talking,Harry Styles,Harry Styles,Harry Styles
2022,26,I Like You (A Happier Song),"Post Malone,Doja Cat","Post Malone,Doja Cat",Post Malone
2022,27,You Proof,Morgan Wallen,Morgan Wallen,Morgan Wallen
2022,28,Bad Habit,Steve Lacy,Steve Lacy,Steve Lacy
2022,29,Sunroof,Nicky Youre,Nicky Youre,Nicky Youre
2022,30,One Right Now,"Post Malone,the Weeknd","Post Malone,the Weeknd",Post Malone
2022,31,Good 4 U,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo
2022,32,Numb Little Bug,Em Beihold,Em Beihold,Em Beihold
2022,33,Jimmy Cooks,"Drake,21 Savage","Drake,21 Savage",Drake
2022,34,'Til You Can't,Cody Johnson,Cody Johnson,Cody Johnson
2022,35,Fancy Like,Walker Hayes,Walker Hayes,Walker Hayes
2022,36,The Kind of Love We Make,Luke Combs,Luke Combs,Luke Combs
2022,37,I Ain't Worried,OneRepublic,OneRepublic,OneRepublic
2022,38,Break My Soul,Beyoncé,Beyoncé,Beyoncé
2022,39,Something in the Orange,Zach Bryan,Zach Bryan,Zach Bryan
2022,40,Save Your Tears,"The Weeknd,Ariana Grande","The Weeknd,Ariana Grande",The Weeknd
2022,41,Smokin out the Window,"Silk Sonic,Bruno Mars,Anderson .Paak","Silk Sonic,Bruno Mars,Anderson .Paak",Silk Sonic
2022,42,Levitating,Dua Lipa,Dua Lipa,Dua Lipa
2022,43,In a Minute,Lil Baby,Lil Baby,Lil Baby
2022,44,Moscow Mule,Bad Bunny,Bad Bunny,Bad Bunny
2022,45,You Right,"Doja Cat,the Weeknd","Doja Cat,the Weeknd",Doja Cat
2022,46,She Had Me at Heads Carolina,Cole Swindell,Cole Swindell,Cole Swindell
2022,47,Vegas,Doja Cat,Doja Cat,Doja Cat
2022,48,Pushin P,"Gunna,Future,Young Thug","Gunna,Future,Young Thug",Gunna
2022,49,Buy Dirt,"Jordan Davis,Luke Bryan","Jordan Davis,Luke Bryan",Jordan Davis
2022,50,I Hate U,SZA,SZA,SZA
2022,51,Boyfriend,Dove Cameron,Dove Cameron,Dove Cameron
2022,52,Glimpse of Us,Joji,Joji,Joji
2022,53,Surface Pressure,Jessica Darrow,Jessica Darrow,Jessica Darrow
2022,54,Fall in Love,Bailey Zimmerman,Bailey Zimmerman,Bailey Zimmerman
2022,55,Love Nwantiti (Ah Ah Ah),CKay,CKay,CKay
2022,56,Super Freaky Girl,Nicki Minaj,Nicki Minaj,Nicki Minaj
2022,57,Hrs and Hrs,Muni Long,Muni Long,Muni Long
2022,58,Sand in My Boots,Morgan Wallen,Morgan Wallen,Morgan Wallen
2022,59,Mamiii,"Becky G,Karol G","Becky G,Karol G",Becky G
2022,60,Knife Talk,"Drake,21 Savage,Project Pat","Drake,21 Savage,Project Pat",Drake
2022,61,AA,Walker Hayes,Walker Hayes,Walker Hayes
2022,62,Sweetest Pie,"Megan Thee Stallion,Dua Lipa","Megan Thee Stallion,Dua Lipa",Megan Thee Stallion
2022,63,Provenza,Karol G,Karol G,Karol G
2022,64,Essence,"Wizkid,Justin Bieber,Tems","Wizkid,Justin Bieber,Tems",Wizkid
2022,65,All I Want for Christmas Is You,Mariah Carey,Mariah Carey,Mariah Carey
2022,66,Bam Bam,"Camila Cabello,Ed Sheeran","Camila Cabello,Ed Sheeran",Camila Cabello
2022,67,5 Foot 9,Tyler Hubbard,Tyler Hubbard,Tyler Hubbard
2022,68,Get Into It (Yuh),Doja Cat,Doja Cat,Doja Cat
2022,69,Efecto,Bad Bunny,Bad Bunny,Bad Bunny
2022,70,Rock and a Hard Place,Bailey Zimmerman,Bailey Zimmerman,Bailey Zimmerman
2022,71,Doin' This,Luke Combs,Luke Combs,Luke Combs
2022,72,Oh My God,Adele,Adele,Adele
2022,73,Better Days,"Neiked,Mae Muller,Polo G","Neiked,Mae Muller,Polo G",Neiked
2022,74,Meet Me at Our Spot,"The Anxiety,Willow,Tyler Cole","The Anxiety,Willow,Tyler Cole",The An
2022,75,Fingers Crossed,Lauren Spencer-Smith,Lauren Spencer-Smith,Lauren Spencer-Smith
2022,76,All Too Well (Taylor's Version),Taylor Swift,Taylor Swift,Taylor Swi
2022,77,Party,"Bad Bunny,Rauw Alejandro","Bad Bunny,Rauw Alejandro",Bad Bunny
2022,78,Después de la Playa,Bad Bunny,Bad Bunny,Bad Bunny
2022,79,You Should Probably Leave,Chris Stapleton,Chris Stapleton,Chris Stapleton
2022,80,Rockin' Around the Christmas Tree,Brenda Lee,Brenda Lee,Brenda Lee
2022,81,Broadway Girls,"Lil Durk,Morgan Wallen","Lil Durk,Morgan Wallen",Lil Durk
2022,82,Take My Name,Parmalee,Parmalee,Parmalee
2022,83,What Happened to Virgil,"Lil Durk,Gunna","Lil Durk,Gunna",Lil Durk
2022,84,Puffin on Zootiez,Future,Future,Future
2022,85,Like I Love Country Music,Kane Brown,Kane Brown,Kane Brown
2022,86,Jingle Bell Rock,Bobby Helms,Bobby Helms,Bobby Helms
2022,87,Ojitos Lindos,"Bad Bunny,Bomba Estéreo","Bad Bunny,Bomba Estéreo",Bad Bunny
2022,88,Trouble with a Heartbreak,Jason Aldean,Jason Aldean,Jason Aldean
2022,89,A Holly Jolly Christmas,Burl Ives,Burl Ives,Burl Ives
2022,90,Kiss Me More,"Doja Cat,SZA","Doja Cat,SZA",Doja Cat
2022,91,She Likes It,"Russell Dickerson,Jake Scott","Russell Dickerson,Jake Scott",Russell Dickerson
2022,92,Never Say Never,"Cole Swindell,Lainey Wilson","Cole Swindell,Lainey Wilson",Cole Swindell
2022,93,Damn Strait,Scotty McCreery,Scotty McCreery,Scotty McCreery
2022,94,She's All I Wanna Be,Tate McRae,Tate McRae,Tate McRae
2022,95,Last Night Lonely,Jon Pardi,Jon Pardi,Jon Pardi
2022,96,Flower Shops,"Ernest,Morgan Wallen","Ernest,Morgan Wallen",Ernest
2022,97,To the Moon,Jnr Choi,Jnr Choi,Jnr Choi
2022,98,Unholy,"Sam Smith,Kim Petras","Sam Smith,Kim Petras",Sam Smith
2022,99,One Mississippi,Kane Brown,Kane Brown,Kane Brown
2022,100,Circles Around This Town,Maren Morris,Maren Morris,Maren Morris
2023,1,Last Night,Morgan Wallen,Morgan Wallen,Morgan Wallen
2023,2,Flowers,Miley Cyrus,Miley Cyrus,Miley Cyrus
2023,3,Kill Bill,SZA,SZA,SZA
2023,4,Anti-Hero,Taylor Swift,Taylor Swift,Taylor Swi
2023,5,Creepin',"Metro Boomin,the Weeknd,21 Savage","Metro Boomin,the Weeknd,21 Savage",Metro Boomin
2023,6,Calm Down,"Rema,Selena Gomez","Rema,Selena Gomez",Rema
2023,7,Die for You,"The Weeknd,Ariana Grande","The Weeknd,Ariana Grande",The Weeknd
2023,8,Fast Car,Luke Combs,Luke Combs,Luke Combs
2023,9,Snooze,SZA,SZA,SZA
2023,10,I'm Good (Blue),"David Guetta,Bebe Rexha","David Guetta,Bebe Rexha",David Guetta
2023,11,Unholy,"Sam Smith,Kim Petras","Sam Smith,Kim Petras",Sam Smith
2023,12,You Proof,Morgan Wallen,Morgan Wallen,Morgan Wallen
2023,13,Something in the Orange,Zach Bryan,Zach Bryan,Zach Bryan
2023,14,Rich Flex,"Drake,21 Savage","Drake,21 Savage",Drake
2023,15,As It Was,Harry Styles,Harry Styles,Harry Styles
2023,16,Rock and a Hard Place,Bailey Zimmerman,Bailey Zimmerman,Bailey Zimmerman
2023,17,Under the Influence,Chris Brown,Chris Brown,Chris Brown
2023,18,Cruel Summer,Taylor Swift,Taylor Swift,Taylor Swi
2023,19,Thinkin' Bout Me,Morgan Wallen,Morgan Wallen,Morgan Wallen
2023,20,Boy's a Liar Pt. 2,"PinkPantheress,Ice Spice","PinkPantheress,Ice Spice",PinkPantheress
2023,21,Favorite Song,Toosii,Toosii,Toosii
2023,22,Thought You Should Know,Morgan Wallen,Morgan Wallen,Morgan Wallen
2023,23,Thank God,"Kane Brown,Katelyn Brown","Kane Brown,Katelyn Brown",Kane Brown
2023,24,Sure Thing,Miguel,Miguel,Miguel
2023,25,All My Life,"Lil Durk,J. Cole","Lil Durk,J. Cole",Lil Durk
2023,26,Ella Baila Sola,"Eslabon Armado,Peso Pluma","Eslabon Armado,Peso Pluma",Eslabon Armado
2023,27,Karma,"Taylor Swift,Ice Spice","Taylor Swift,Ice Spice",Taylor Swi
2023,28,Just Wanna Rock,Lil Uzi Vert,Lil Uzi Vert,Lil Uzi Vert
2023,29,Cuff It,Beyoncé,Beyoncé,Beyoncé
2023,30,Vampire,Olivia Rodrigo,Olivia Rodrigo,Olivia Rodrigo
2023,31,FukUMean,Gunna,Gunna,Gunna
2023,32,Lavender Haze,Taylor Swift,Taylor Swift,Taylor Swi
2023,33,Players,Coi Leray,Coi Leray,Coi Leray
2023,34,Need a Favor,Jelly Roll,Jelly Roll,Jelly Roll
2023,35,Dance the Night,Dua Lipa,Dua Lipa,Dua Lipa
2023,36,Love You Anyway,Luke Combs,Luke Combs,Luke Combs
2023,37,One Thing at a Time,Morgan Wallen,Morgan Wallen,Morgan Wallen
2023,38,Superhero (Heroes & Villains),"Metro Boomin,Future,Chris Brown","Metro Boomin,Future,Chris Brown",Metro Boomin
2023,39,Bad Habit,Steve Lacy,Steve Lacy,Steve Lacy
2023,40,La Bebé,"Yng Lvcas,Peso Pluma","Yng Lvcas,Peso Pluma",Yng Lvcas
2023,41,Golden Hour,Jvke,Jvke,Jvke
2023,42,Religiously,Bailey Zimmerman,Bailey Zimmerman,Bailey Zimmerman
2023,43,Spin Bout U,"Drake,21 Savage","Drake,21 Savage",Drake
2023,44,Cupid,Fifty Fifty,Fifty Fifty,Fi
2023,45,Search & Rescue,Drake,Drake,Drake
2023,46,Barbie World,"Nicki Minaj,Ice Spice,Aqua","Nicki Minaj,Ice Spice,Aqua",Nicki Minaj
2023,47,Next Thing You Know,Jordan Davis,Jordan Davis,Jordan Davis
2023,48,Escapism,"Raye,070 Shake","Raye,070 Shake",Raye
2023,49,Un x100to,"Grupo Frontera,Bad Bunny","Grupo Frontera,Bad Bunny",Grupo Frontera
2023,50,Until I Found You,Stephen Sanchez,Stephen Sanchez,Stephen Sanchez
2023,51,Shirt,SZA,SZA,SZA
2023,52,Paint the Town Red,Doja Cat,Doja Cat,Doja Cat
2023,53,Made You Look,Meghan Trainor,Meghan Trainor,Meghan Trainor
2023,54,Wait in the Truck,"Hardy,Lainey Wilson","Hardy,Lainey Wilson",Hardy
2023,55,All I Want for Christmas Is You,Mariah Carey,Mariah Carey,Mariah Carey
2023,56,Everything I Love,Morgan Wallen,Morgan Wallen,Morgan Wallen
2023,57,Chemical,Post Malone,Post Malone,Post Malone
2023,58,Heart Like a Truck,Lainey Wilson,Lainey Wilson,Lainey Wilson
2023,59,"Going, Going, Gone",Luke Combs,Luke Combs,Luke Combs
2023,60,Rockin' Around the Christmas Tree,Brenda Lee,Brenda Lee,Brenda Lee
2023,61,Dancin' in the Country,Tyler Hubbard,Tyler Hubbard,Tyler Hubbard
2023,62,Daylight,David Kushner,David Kushner,David Kushner
2023,63,Lift Me Up,Rihanna,Rihanna,Rihanna
2023,64,Eyes Closed,Ed Sheeran,Ed Sheeran,Ed Sheeran
2023,65,TQG,"Karol G,Shakira","Karol G,Shakira",Karol G
2023,66,Try That in a Small Town,Jason Aldean,Jason Aldean,Jason Aldean
2023,67,Tennessee Orange,Megan Moroney,Megan Moroney,Megan Moroney
2023,68,Jingle Bell Rock,Bobby Helms,Bobby Helms,Bobby Helms
2023,69,Princess Diana,"Ice Spice,Nicki Minaj","Ice Spice,Nicki Minaj",Ice Spice
2023,70,Tomorrow 2,"GloRilla,Cardi B","GloRilla,Cardi B",GloRilla
2023,71,A Holly Jolly Christmas,Burl Ives,Burl Ives,Burl Ives
2023,72,Where She Goes,Bad Bunny,Bad Bunny,Bad Bunny
2023,73,Bebe Dame,"Fuerza Regida,Grupo Frontera","Fuerza Regida,Grupo Frontera",Fuerza Regida
2023,74,I Remember Everything,"Zach Bryan,Kacey Musgraves","Zach Bryan,Kacey Musgraves",Zach Bryan
2023,75,I Like You (A Happier Song),"Post Malone,Doja Cat","Post Malone,Doja Cat",Post Malone
2023,76,What It Is (Block Boy),"Doechii,Kodak Black","Doechii,Kodak Black",Doechii
2023,77,Nobody Gets Me,SZA,SZA,SZA
2023,78,Rich Men North of Richmond,Oliver Anthony Music,Oliver Anthony Music,Oliver Anthony Music
2023,79,Super Freaky Girl,Nicki Minaj,Nicki Minaj,Nicki Minaj
2023,80,Dial Drunk,"Noah Kahan,Post Malone","Noah Kahan,Post Malone",Noah Kahan
2023,81,What Was I Made For?,Billie Eilish,Billie Eilish,Billie Eilish
2023,82,Seven,"Jung Kook,Latto","Jung Kook,Latto",Jung Kook
2023,83,Wait for U,"Future,Drake,Tems","Future,Drake,Tems",Future
